Name,Speech,Lemmas,verse_number,inferred_verse_number
Χορός,δύστανον ἐλπίζουσαν αἶσαν.,δύστηνος ἐλπίζω Αἶσα,,111.0
Χορός,πολλὰ γὰρ ὥστ᾽ ἀκάμαντος ἢ νότου ἢ βορέα τις,πολύς γάρ ὥστε Ἀκάμας εἰμί Νότος εἰμί Βορέας τίς,,112.0
Χορός,"κύματ᾽ ἂν εὐρέϊ πόντῳ βάντ᾽ ἐπιόντα τ᾽ ἴδοι,",κῦμα ἄν εὖρος πόντος βάζω ἔπειμι σύ εἶδον,,113.0
Χορός,"οὕτῶ δὲ τὸν Καδμογενῆ στρέφει, τὸ δ᾽ αὔξει,",οὕτως δέ ὁ Καδμογενής στρέφω ὁ δέ αὖξις,,114.0
Χορός,βιότου πολύπονον ὥσπερ πέλαγος,βίοτος πολύπονος ὥσπερ πέλαγος,,115.0
Χορός,Κρήσιον.  ἀλλά τις θεῶν αἰὲν ἀναμπλάκητον Ἅιδα,Κρής ἄλλος τίς θέα ἀεί ἀναμπλάκητος Ἅιδης,120,120.0
Χορός,σφε δόμων ἐρύκει.,σφεῖς δόμος ἐρύκω,,121.0
Χορός,"ὧν ἐπιμεμφομένα σ᾽ αἰδοῖα μέν, ἀντία δ᾽ οἴσω.",ὅς ἐπιμέμφομαι σός αἰδοῖον μέν ἀντίον δέ φέρω,,122.0
Χορός,φαμὶ γὰρ οὐκ ἀποτρύειν ἐλπίδα τὰν ἀγαθὰν,φῆμις γάρ οὐ ἀποτρύω ἐλπίς ὁ ἀγαθός,125,125.0
Χορός,χρῆναί σ᾽: ἀνάλγητα γὰρ οὐδ᾽ ὁ πάντα κραίνων βασιλεὺς ἐπέβαλε θνατοῖς Κρονίδας:,χρή σός ἀνάλγητος γάρ οὐδέ ὅς πάντῃ κραίνω βασιλεύς ἐπιβάλλω θνητός Κρονίδης,,126.0
Χορός,"ἀλλ᾽ ἐπὶ πῆμα καὶ χαρὰ πᾶσι κυκλοῦσιν, οἷον",ἄλλος ἐπί πῆμα καί χαρά πᾶς κυκλέω οἷος,,127.0
Χορός,ἄρκτου στροφάδες κέλευθοι.,ἄρκτος στροφάς κέλευθος,130,130.0
Χορός,μένει γὰρ οὔτ᾽ αἰόλα,μένος γάρ οὔτε αἰόλος,,131.0
Χορός,νὺξ βροτοῖσιν οὔτε κῆρες,νύξ βρότος οὔτε Κήρ,,132.0
Χορός,"οὔτε πλοῦτος, ἀλλ᾽ ἄφαρ",οὔτε πλοῦτος ἄλλος ἄφαρ,,133.0
Χορός,"βέβακε, τῷ δ᾽ ἐπέρχεται",βάζω ὁ δέ ἐπέρχομαι,,134.0
Χορός,χαίρειν τε καὶ στέρεσθαι.,χαίρω σύ καί στέρομαι,135,135.0
Χορός,ἃ καὶ σὲ τὰν ἄνασσαν ἐλπίσιν λέγω,ὅς καί σός ὁ ἄνασσα ἐλπίς λέγος,,136.0
Χορός,τάδ᾽ αἰὲν ἴσχειν: ἐπεὶ τίς ὧδε,ὅδε ἀεί ἴσχω ἔπειμι τίς ὧδε,,137.0
Χορός,τέκνοισι Ζῆν᾽ ἄβουλον εἶδεν;,τέκνον Ζεύς ἄβουλος εἶδον,140,140.0
Δηιάνειρα,"πεπυσμένη μέν, ὡς ἀπεικάσαι, πάρει",πυνθάνομαι μέν ὅς ἀπεικάζω πάρειμι,,141.0
Δηιάνειρα,"πάθημα τοὐμόν:  ὡς δ᾽ ἐγὼ θυμοφθορῶ,",πάθημα ἐμός ὅς δέ ἐγώ θυμοφθόρος,,142.0
Δηιάνειρα,μήτ᾽ ἐκμάθοις παθοῦσα νῦν τ᾽ ἄπειρος εἶ.,μάομαι ἐκμανθάνω πάσχω νῦν σύ ἄπειρος εἰ,,143.0
Δηιάνειρα,τὸ γὰρ νεάζον ἐν τοιοῖσδε βόσκεται,ὁ γάρ νεάζω ἐν τοιόσδε βόσκω,,144.0
Δηιάνειρα,"χώροισιν αὑτοῦ, καί νιν οὐ θάλπος θεοῦ",χῶρος ἑαυτοῦ καί νιν οὐ θάλπος θεάομαι,145,145.0
Δηιάνειρα,"οὐδ᾽ ὄμβρος οὐδὲ πνευμάτων οὐδὲν κλονεῖ,",οὐδέ ὄμβρος οὐδέ πνεῦμα οὐδείς κλονέω,,146.0
Δηιάνειρα,ἀλλ᾽ ἡδοναῖς ἄμοχθον ἐξαίρει βίον,ἄλλος ἡδονή ἄμοχθος ἐξαίρω βίος,,147.0
Δηιάνειρα,ἐς τοῦθ᾽ ἕως τις ἀντὶ παρθένου γυνὴ,εἰς οὗτος ἕως τίς ἀντί Παρθένος γυνή,,148.0
Δηιάνειρα,"κληθῇ λάβῃ τ᾽ ἐν νυκτὶ φροντίδων μέρος,",καλέω λάπτω σύ ἐν νύξ φροντίς μέρος,,149.0
Δηιάνειρα,ἤτοι πρὸς ἀνδρὸς ἢ τέκνων φοβουμένη.,ἤτοι πρός ἀνήρ εἰμί τέκνον φοβέω,150,150.0
Δηιάνειρα,"τότ᾽ ἄν τις εἰσίδοιτο, τὴν αὑτοῦ σκοπῶν",τότε ἄν τίς εἶδον ὁ ἑαυτοῦ σκοπάω,,151.0
Δηιάνειρα,"πρᾶξιν, κακοῖσιν οἷς ἐγὼ βαρύνομαι.",πρᾶξις κακός ὅς ἐγώ βαρύνω,,152.0
Δηιάνειρα,πάθη μὲν οὖν δὴ πόλλ᾽ ἔγωγ᾽ ἐκλαυσάμην:,πάθη μέν οὖν Δεύς πολύς ἐγώ κλαίω,,153.0
