Name,Speech,Lemmas,verse_number,inferred_verse_number
Χορός,πευκάενθ᾽ Ἥφαιστον ἑλεῖν.  τοῖος ἀμφὶ νῶτ᾽ ἐτάθη,πευκήεις Ἥφαιστος αἱρέω τοῖος ἀμφί νῶτον τείνω,,121.0
Χορός,"πάταγος Ἄρεος, ἀντιπάλῳ δυσχείρωμα δράκοντος.",πάταγος Ἄρεος ἀντίπαλος δυσχείρωμα δέρκομαι,125,125.0
Χορός,Ζεὺς γὰρ μεγάλης γλώσσης κόμπους,Ζεύς γάρ μέγας γλῶσσα κόμπος,,126.0
Χορός,"ὑπερεχθαίρει, καὶ σφας ἐσιδὼν",ὑπερεχθαίρω καί σφάζω εἶδον,,127.0
Χορός,πολλῷ ῥεύματι προσνισσομένους,πολύς ῥεῦμα ποτινίσσομαι,,128.0
Χορός,"χρυσοῦ καναχῆς ὑπεροπλίαις,",Χρύσης καναχέω ὑπεροπλία,130,130.0
Χορός,παλτῷ ῥιπτεῖ πυρὶ βαλβίδων,παλτάζω ῥίπτω Πύρις βαλβίς,,131.0
Χορός,ἐπ᾽ ἄκρων ἤδη,ἐπί ἄκρα ἤδη,,132.0
Χορός,νίκην ὁρμῶντ᾽ ἀλαλάξαι.,νίκη ὁρμάω ἀλαλάζω,,133.0
Χορός,ἀντιτύπᾳ δ᾽ ἐπὶ γᾷ πέσε τανταλωθεὶς,ἀντίτυπος δέ ἐπί γῆ πίπτω τανταλόομαι,,134.0
Χορός,"πυρφόρος, ὃς τότε μαινομένᾳ ξὺν ὁρμᾷ",πύρφορος ὅς τότε μαίνομαι σύν ὁρμάω,135,135.0
Χορός,βακχεύων ἐπέπνει,Βακχεύω ἐπιπνέω,,136.0
Χορός,ῥιπαῖς ἐχθίστων ἀνέμων.,ῥιπή ἔχθιστος ἄνεμος,,137.0
Χορός,"εἶχε δ᾽ ἄλλᾳ τὰ μέν,",ἔχω δέ ἄλλος ὁ μέν,,138.0
Χορός,ἄλλα δ᾽ ἐπ᾽ ἄλλοις ἐπενώμα στυφελίζων μέγας Ἄρης,ἄλλος δέ ἐπί ἄλλος ἐπινωμάω στυφελίζω Μέγης Ἄρης,,139.0
Χορός,δεξιόσειρος.,δεξιόσειρος,140,140.0
Χορός,ἑπτὰ λοχαγοὶ γὰρ ἐφ᾽ ἑπτὰ πύλαις,ἑπτά λοχαγέω γάρ ἐπί ἑπτά Πύλαι,,141.0
Χορός,ταχθέντες ἴσοι πρὸς ἴσους ἔλιπον,τάσσω ἴσος πρός ἴσος λείπω,,142.0
Χορός,"Ζηνὶ τροπαίῳ πάγχαλκα τέλη,",Ζεύς τρόπαιον πάγχαλκος τέλος,,143.0
Χορός,"πλὴν τοῖν στυγεροῖν, ὣ πατρὸς ἑνὸς",πλέω ὁ στυγερός ἵημι πατήρ ἕνος,,144.0
Χορός,μητρός τε μιᾶς φύντε καθ᾽ αὑτοῖν,μήτηρ σύ εἷς φύς κάτος ἑαυτοῦ,145,145.0
Χορός,δικρατεῖς λόγχας στήσαντ᾽ ἔχετον,δικρατής λόγχη ἵστημι Ἔχετος,,146.0
Χορός,κοινοῦ θανάτου μέρος ἄμφω.,κοινός θάνατος μέρος ἄμφω,,147.0
Χορός,ἀλλὰ γὰρ ἁ μεγαλώνυμος ἦλθε Νίκα,ἄλλος γάρ ὅς μεγαλώνυμος ἔρχομαι νίκη,,148.0
Χορός,"τᾷ πολυαρμάτῳ ἀντιχαρεῖσα Θήβᾳ,",ὁ πολυάρματος ἀντιχαίρω Θήβη,,149.0
Χορός,ἐκ μὲν δὴ πολέμων,ἐκ μέν Δεύς πόλεμος,150,150.0
Χορός,"τῶν νῦν θέσθαι λησμοσύναν,",ὁ νῦν τίθημι λησμοσύνη,,151.0
Χορός,θεῶν δὲ ναοὺς χοροῖς,θέα δέ ναός χορός,,152.0
Χορός,"παννυχίοις πάντας ἐπέλθωμεν, ὁ Θήβας δ᾽ ἐλελίχθων",παννύχιος πᾶς ἐπέρχομαι ὅς Θήβη δέ ἐλελίχθων,,153.0
Χορός,Βάκχιος ἄρχοι.,Βάκχειος ἄρχω,,154.0
Χορός,"ἀλλ᾽ ὅδε γὰρ δὴ βασιλεὺς χώρας,",ἄλλος ὅδε γάρ Δεύς βασιλεύς χώρα,155,155.0
Χορός,Κρέων ὁ Μενοικέως ἄρχων νεοχμὸς,κρέας ὅς ἄρχω νεοχμός,,156.0
Χορός,νεαραῖσι θεῶν ἐπὶ συντυχίαις,νεαρός θέα ἐπί συντυχία,,157.0
Χορός,"χωρεῖ, τίνα δὴ μῆτιν ἐρέσσων,",χωρέω τίς Δεύς μῆτις ἐρέσσω,,158.0
Χορός,ὅτι σύγκλητον τήνδε γερόντων,ὅστις σύγκλητος ὅδε γέρων,160,160.0
Χορός,"προὔθετο λέσχην,",προτίθημι λέσχη,,161.0
Χορός,κοινῷ κηρύγματι πέμψας;,κοινός κήρυγμα πέμπω,,162.0
Κρέων,"ἄνδρες, τὰ μὲν δὴ πόλεος ἀσφαλῶς θεοὶ",ἀνήρ ὁ μέν Δεύς πόλις ἀσφαλής θέω,,163.0
Κρέων,πολλῷ σάλῳ σείσαντες ὤρθωσαν πάλιν.,πολύς σάλος σείω ὀρθόω πάλιν,,164.0
Κρέων,ὑμᾶς δ᾽ ἐγὼ πομποῖσιν ἐκ πάντων δίχα,σύ δέ ἐγώ πομπός ἐκ πᾶς δίχα,,165.0
Κρέων,ἔστειλ᾽ ἱκέσθαι τοῦτο μὲν τὰ Λαΐου,στέλλω ἱκνέομαι οὗτος μέν ὁ λαιός,165,165.5
Κρέων,"σέβοντας εἰδὼς εὖ θρόνων ἀεὶ κράτη,",σέβω εἰδοί εὖ θρόνον ἀεί κράτος,,166.0
Κρέων,"τοῦτ᾽ αὖθις, ἡνίκ᾽ Οἰδίπους ὤρθου πόλιν,",οὗτος αὖθις ἑνίζω Οἰδίπους ὀρθόω πόλις,,167.0
Κρέων,"κἀπεὶ διώλετ᾽, ἀμφὶ τοὺς κείνων ἔτι",Ἆπις διόλλυμι ἀμφί ὁ ἐκεῖνος ἔτι,,168.0
Κρέων,παῖδας μένοντας ἐμπέδοις φρονήμασιν.,παῖς μένω ἔμπεδος φρόνημα,,169.0
Κρέων,ὅτ᾽ οὖν ἐκεῖνοι πρὸς διπλῆς μοίρας μίαν,ὅστε οὖν ἐκεῖνος πρός διπλάζω μοῖρα εἷς,170,170.0
Κρέων,καθ᾽ ἡμέραν ὤλοντο παίσαντές τε καὶ,κάτος ἥμερος ὄλλυμι παίω σύ καί,,171.0
Κρέων,"πληγέντες αὐτόχειρι σὺν μιάσματι,",πλήσσω αὐτόχειρ σύν μίασμα,,172.0
Κρέων,ἐγὼ κράτη δὴ πάντα καὶ θρόνους ἔχω,ἐγώ κράτος Δεύς πάντῃ καί θρόνος ἔχω,,173.0
Κρέων,γένους κατ᾽ ἀγχιστεῖα τῶν ὀλωλότων.,γένος κάτος ἀγχιστεία ὁ ὄλλυμι,,174.0
Κρέων,ἀμήχανον δὲ παντὸς ἀνδρὸς ἐκμαθεῖν,ἀμήχανος δέ πᾶς ἀνήρ ἐκμανθάνω,175,175.0
Κρέων,"ψυχήν τε καὶ φρόνημα καὶ γνώμην, πρὶν ἂν",ψύχω σύ καί φρόνημα καί γνώμη πρίν ἄν,,176.0
