Name,Speech,verse_number,inferred_verse_number,lemmata
Ἄγγελος,"ξύναιμον ἀποκαλοῦντες, ὡς οὐκ ἀρκέσοι",,727.0,σύναιμος ἀποκαλέω ὡς οὐ ἀρκέω
Ἄγγελος,τὸ μὴ οὐ πέτροισι πᾶς καταξανθεὶς θανεῖν:,,728.0,ὁ μή οὐ πέτρος πᾶς καταξαίνω θνήσκω
Ἄγγελος,ὥστ᾽ εἰς τοσοῦτον ἦλθον ὥστε καὶ χεροῖν,,729.0,ὥστ εἰς τοσοῦτος ἔρχομαι ὥστε καί χείρ
Ἄγγελος,κολεῶν ἐρυστὰ διεπεραιώθη ξίφη.,730.0,730.0,κολέα ἐρυστός διαπεραιόω ξίφος
Ἄγγελος,λήγει δ᾽ ἔρις δραμοῦσα τοῦ προσωτάτω,,731.0,λήγω δ ἔρις τρέχω ὁ προσωτέρω
Ἄγγελος,ἀνδρῶν γερόντων ἐν ξυναλλαγῇ λόγου.,,732.0,ἀνήρ γέρων ἐν συναλλαγή λόγος
Ἄγγελος,"ἀλλ᾽ ἡμὶν Αἴας ποῦ 'στιν, ὡς φράσω τάδε;",,733.0,ἀλλ ἐγώ Αἴας ποῦ εἰμί ὡς φράζω ὅδε
Ἄγγελος,τοῖς κυρίοις γὰρ πάντα χρὴ δηλοῦν λόγον.,,734.0,ὁ κύριος γάρ πᾶς χρή δηλόω λόγος
Χορός,"οὐκ ἔνδον, ἀλλὰ φροῦδος ἀρτίως, νέας",735.0,735.0,οὐ ἔνδον ἀλλά φροῦδος ἄρτιος ναῦς
Χορός,βουλὰς νέοισιν ἐγκαταζεύξας τρόποις.,,736.0,βουλή νέος ἐγκαταζεύγνυμι τρόπος
Ἄγγελος,ἰοὺ ἰού:,,737.0,ἰού ἰού
Ἄγγελος,βραδεῖαν ἡμᾶς ἆρ᾽ ὁ τήνδε τὴν ὁδὸν,,738.0,βραδύς ἐγώ ἆρ ὁ ὅδε ὁ ὁδός
Ἄγγελος,πέμπων ἔπεμψεν ἢ 'φάνην ἐγὼ βραδύς.,,739.0,πέμπω πέμπω ἤ φαίνω ἐγώ βραδύς
Χορός,τί δ᾽ ἐστὶ χρείας τῆσδ᾽ ὑπεσπανισμένον;,740.0,740.0,τίς δ εἰμί χρεία τῆσδ ὑποσπανίζομαι
Ἄγγελος,τὸν ἄνδρ᾽ ἀπηύδα Τεῦκρος ἔνδοθεν στέγης,,741.0,ὁ ἄνδρ ἀπαυδάω Τεῦκρος ἔνδοθεν στέγη
Ἄγγελος,"μὴ 'ξω παρήκειν, πρὶν παρὼν αὐτὸς τύχῃ.",,742.0,μή ἔξω παρήκω πρίν πάρειμι αὐτός τύχη
Χορός,"ἀλλ᾽ οἴχεταί τοι, πρὸς τὸ κέρδιστον τραπεὶς",,743.0,ἀλλ οἴχομαι σύ πρός ὁ κερδίων τρέπω
Χορός,"γνώμης, θεοῖσιν ὡς καταλλαχθῇ χόλου.",,744.0,γνώμη θεός ὡς καταλλάσσω χόλος
Ἄγγελος,"ταῦτ᾽ ἐστὶ τἄπη μωρίας πολλῆς πλέα,",745.0,745.0,ταῦτ εἰμί ἔπος μωρία πολύς πλέος
Ἄγγελος,εἴπερ τι Κάλχας εὖ φρονῶν μαντεύεται.,,746.0,εἴπερ τις Κάλχας εὖ φρονέω μαντεύομαι
Χορός,ποῖον; τί δ᾽ εἰδὼς τοῦδε πράγματος πάρει;,,747.0,ποῖος τίς δ οἶδα ὅδε πρᾶγμα πάρειμι
Ἄγγελος,τοσοῦτον οἶδα καὶ παρὼν ἐτύγχανον.,,748.0,τοσοῦτος οἶδα καί πάρειμι τυγχάνω
Ἄγγελος,ἐκ γὰρ συνέδρου καὶ τυραννικοῦ κύκλου,,749.0,ἐκ γάρ σύνεδρος καί τυραννικός κύκλος
Ἄγγελος,"Κάλχας μεταστὰς οἶος Ἀτρειδῶν δίχα,",750.0,750.0,Κάλχας μεθίστημι οἶος Ἀτρείδης δίχα
Ἄγγελος,εἰς χεῖρα Τεύκρου δεξιὰν φιλοφρόνως,,751.0,εἰς χείρ Τεῦκρος δεξιός φιλόφρων
Ἄγγελος,"θεὶς εἶπε κἀπέσκηψε, παντοίᾳ τέχνῃ",,752.0,τίθημι εἶπον ἐπισκήπτω παντοῖος τέχνη
Ἄγγελος,εἶρξαι κατ᾽ ἦμαρ τοὐμφανὲς τὸ νῦν τόδε,,753.0,ἔργω κατά ἦμαρ ἐμφανής ὁ νῦν ὅδε
Ἄγγελος,"Αἴανθ᾽ ὑπὸ σκηναῖσι μηδ᾽ ἀφέντ᾽ ἐᾶν,",,754.0,Αἴανθ ὑπό σκηνή μηδ ἀφέντ ἐάω
Ἄγγελος,εἰ ζῶντ᾽ ἐκεῖνον εἰσιδεῖν θέλοι ποτέ.,755.0,755.0,εἰ ζῶντ ἐκεῖνος εἰσοράω ἐθέλω ποτέ
Ἄγγελος,ἐλᾷ γὰρ αὐτὸν τῇδε θἠμέρᾳ μόνῃ,,756.0,ἐλαύνω γάρ αὐτός ὅδε ἡμέρα μόνος
Ἄγγελος,"δίας Ἀθάνας μῆνις, ὡς ἔφη λέγων.",,757.0,δῖος Ἀθήνη μῆνις ὡς φημί λέγω
Ἄγγελος,τὰ γὰρ περισσὰ κἀνόνητα σώματα,,758.0,ὁ γάρ περισσός ἀνόνητος σῶμα
Ἄγγελος,πίπτειν βαρείαις πρὸς θεῶν δυσπραξίαις,,759.0,πίπτω βαρύς πρός θεός δυσπραξία
Ἄγγελος,"ἔφασχ᾽ ὁ μάντις, ὅστις ἀνθρώπου φύσιν",760.0,760.0,ἔφασχ ὁ μάντις ὅστις ἄνθρωπος φύσις
Ἄγγελος,βλαστὼν ἔπειτα μὴ κατ᾽ ἄνθρωπον φρονῇ.,,761.0,βλαστάνω ἔπειτα μή κατά ἄνθρωπος φρονέω
Ἄγγελος,κεῖνος δ᾽ ἀπ᾽ οἴκων εὐθὺς ἐξορμώμενος,,762.0,ἐκεῖνος δ ἀπό οἶκος εὐθύς ἐξορμάω
Ἄγγελος,ἄνους καλῶς λέγοντος ηὑρέθη πατρός.,,763.0,ἄνοος καλός λέγω εὑρίσκω πατήρ
Ἄγγελος,"ὁ μὲν γὰρ αὐτὸν ἐννέπει: τέκνον, δόρει",,764.0,ὁ μέν γάρ αὐτός ἐνέπω τέκνον δόρυ
Ἄγγελος,"βούλου κρατεῖν μέν, σὺν θεῷ δ᾽ ἀεὶ κρατεῖν.",765.0,765.0,βούλομαι κρατέω μέν σύν θεός δ ἀεί κρατέω
Ἄγγελος,ὁ δ᾽ ὑψικόμπως κἀφρόνως ἠμείψατο:,,766.0,ὁ δ ὑψίκομπος ἄφρων ἀμείβω
Ἄγγελος,"πάτερ, θεοῖς μὲν κἂν ὁ μηδὲν ὢν ὁμοῦ",,767.0,πάτηρ θεός μέν κἀν ὁ μηδείς εἰμί ὁμοῦ
Ἄγγελος,κράτος κατακτήσαιτ᾽: ἐγὼ δὲ καὶ δίχα,,768.0,κράτος κατακτήσαιτ ἐγώ δέ καί δίχα
Ἄγγελος,κείνων πέποιθα τοῦτ᾽ ἐπισπάσειν κλέος.,,769.0,ἐκεῖνος πείθω τοῦτ ἐπισπάω κλέος
Ἄγγελος,τοσόνδ᾽ ἐκόμπει μῦθον.  εἶτα δεύτερον,770.0,770.0,τοσόνδ κομπέω μῦθος  εἶτα δεύτερος
Ἄγγελος,"δίας Ἀθάνας, ἡνίκ᾽ ὀτρύνουσά νιν",,771.0,δῖος Ἀθήνη ἡνίκα ὀτρύνω νιν
Ἄγγελος,"ηὐδᾶτ᾽ ἐπ᾽ ἐχθροῖς χεῖρα φοινίαν τρέπειν,",,772.0,ηὐδᾶτ ἐπί ἐχθρός χείρ φοίνιος τρέπω
Ἄγγελος,τότ᾽ ἀντιφωνεῖ δεινὸν ἄρρητόν τ᾽ ἔπος:,,773.0,τότ ἀντιφωνέω δεινός ἄρρητος τ ἔπος
Ἄγγελος,"ἄνασσα, τοῖς ἄλλοισιν Ἀργείων πέλας",,774.0,ἄνασσα ὁ ἄλλος Ἀργεῖος πέλας
Ἄγγελος,"ἵστω, καθ᾽ ἡμᾶς δ᾽ οὔποτ᾽ ἐκρήξει μάχη.",775.0,775.0,ἵστημι κατά ἐγώ δ οὔποτ ἐκρήγνυμι μάχη
Ἄγγελος,τοιοῖσδέ τοι λόγοισιν ἀστεργῆ θεᾶς,,776.0,τοιόσδε σύ λόγος ἀστεργής θεά
Ἄγγελος,"ἐκτήσατ᾽ ὀργήν, οὐ κατ᾽ ἄνθρωπον φρονῶν.",,777.0,ἐκτήσατ ὀργή οὐ κατά ἄνθρωπος φρονέω
Ἄγγελος,"ἀλλ᾽ εἴπερ ἔστι τῇδε θἠμέρᾳ, τάχ᾽ ἂν",,778.0,ἀλλ εἴπερ εἰμί ὅδε ἡμέρα τάχ ἄν
Ἄγγελος,γενοίμεθ᾽ αὐτοῦ σὺν θεῷ σωτήριοι.,,779.0,γενοίμεθ αὐτός σύν θεός σωτήριος
Ἄγγελος,τοσαῦθ᾽ ὁ μάντις εἶφ᾽: ὁ δ᾽ εὐθὺς ἐξ ἕδρας,780.0,780.0,τοσαῦθ ὁ μάντις εἶφ ὁ δ εὐθύς ἐκ ἕδρα
Ἄγγελος,πέμπει με σοὶ φέροντα τάσδ᾽ ἐπιστολὰς,,781.0,πέμπω ἐγώ σύ φέρω τάσδ ἐπιστολή
Ἄγγελος,"Τεῦκρος φυλάσσειν.  εἰ δ᾽ ἀπεστερήμεθα,",,782.0,Τεῦκρος φυλάσσω  εἰ δ ἀποστερέω
Ἄγγελος,"οὐκ ἔστιν ἁνὴρ κεῖνος, εἰ Κάλχας σοφός.",,783.0,οὐ εἰμί ἀνήρ ἐκεῖνος εἰ Κάλχας σοφός
Χορός,"ὦ δαΐα Τέκμησσα, δύσμορον γένος,",,784.0,ὦ δάιος Τέκμησσα δύσμορος γένος
Χορός,ὅρα μολοῦσα τόνδ᾽ ὁποῖ᾽ ἔπη θροεῖ:,785.0,785.0,ὁράω βλώσκω τόνδ ὁποῖ ἔπος θροέω
Χορός,ξυρεῖ γὰρ ἐν χρῷ τοῦτο μὴ χαίρειν τινά.,,786.0,ξυρέω γάρ ἐν χρώς οὗτος μή χαίρω τις
Τέκμησσα,"τί μ᾽ αὖ τάλαιναν, ἀρτίως πεπαυμένην",,787.0,τίς μ αὖ τάλας ἄρτιος παύω
Τέκμησσα,"κακῶν ἀτρύτων, ἐξ ἕδρας ἀνίστατε;",,788.0,κακός ἄτρυτος ἐκ ἕδρα ἀνίστημι
Χορός,"τοῦδ᾽ εἰσάκουε τἀνδρός, ὡς ἥκει φέρων",,789.0,τοῦδ εἰσακούω ἀνήρ ὡς ἥκω φέρω
Χορός,Αἴαντος ἡμῖν πρᾶξιν ἣν ἤλγησ᾽ ἐγώ.,790.0,790.0,Αἴας ἐγώ πρᾶξις ὅς ἤλγησ ἐγώ
Τέκμησσα,"οἴμοι, τί φής, ἄνθρωπε; μῶν ὀλώλαμεν;",,791.0,οἴμοι τίς φημί ἄνθρωπος μῶν ὄλλυμι
Ἄγγελος,"οὐκ οἶδα τὴν σὴν πρᾶξιν, Αἴαντος δ᾽ ὅτι,",,792.0,οὐ οἶδα ὁ σός πρᾶξις Αἴας δ ὅτι
Ἄγγελος,"θυραῖος εἴπερ ἐστίν, οὐ θαρσῶ πέρι.",,793.0,θυραῖος εἴπερ εἰμί οὐ θαρσέω περί
Τέκμησσα,"καὶ μὴν θυραῖος, ὥστε μ᾽ ὠδίνειν τί φής.",,794.0,καί μήν θυραῖος ὥστε μ ὠδίνω τίς φημί
Ἄγγελος,ἐκεῖνον εἴργειν Τεῦκρος ἐξεφίεται,795.0,795.0,ἐκεῖνος ἔργω Τεῦκρος ἐξεφίημι
Ἄγγελος,σκηνῆς ὕπαυλον μηδ᾽ ἀφιέναι μόνον.,,796.0,σκηνή ὕπαυλος μηδ ἀφίημι μόνος
Τέκμησσα,"ποῦ δ᾽ ἐστὶ Τεῦκρος, κἀπὶ τῷ λέγει τάδε;",,797.0,ποῦ δ εἰμί Τεῦκρος ἐπί ὁ λέγω ὅδε
Ἄγγελος,πάρεστ᾽ ἐκεῖνος ἄρτι: τήνδε δ᾽ ἔξοδον,,798.0,πάρεστ ἐκεῖνος ἄρτι ὅδε δ ἔξοδος
Ἄγγελος,ὀλεθρίαν Αἴαντος ἐλπίζει φέρειν.,,799.0,ὀλέθριος Αἴας ἐλπίζω φέρω
Τέκμησσα,"οἴμοι τάλαινα, τοῦ ποτ᾽ ἀνθρώπων μαθών;",800.0,800.0,οἴμοι τάλας ὁ ποτ ἄνθρωπος μανθάνω
Ἄγγελος,"τοῦ Θεστορείου μάντεως, καθ᾽ ἡμέραν",,801.0,ὁ Θεστόρειος μάντις κατά ἡμέρα
Ἄγγελος,"τὴν νῦν, ὅτ᾽ αὐτῷ θάνατον ἢ βίον φέρει.",,802.0,ὁ νῦν ὅτ αὐτός θάνατος ἤ βίος φέρω
Τέκμησσα,"οἲ 'γώ, φίλοι, πρόστητ᾽ ἀναγκαίας τύχης,",,803.0,οἴ ἐγώ φίλος πρόστητ ἀναγκαῖος τύχη
Τέκμησσα,"καὶ σπεύσαθ᾽, οἱ μὲν Τεῦκρον ἐν τάχει μολεῖν,",,804.0,καί σπεύσαθ ὁ μέν Τεῦκρος ἐν τάχος βλώσκω
Τέκμησσα,"οἱ δ᾽ ἑσπέρους ἀγκῶνας, οἱ δ᾽ ἀντηλίους",805.0,805.0,ὁ δ ἕσπερος ἀγκών ὁ δ ἀντήλιος
Τέκμησσα,ζητεῖτ᾽ ἰόντες τἀνδρὸς ἔξοδον κακήν.,,806.0,ζητεῖτ εἰμί ἀνήρ ἔξοδος κακός
Τέκμησσα,ἔγνωκα γὰρ δὴ φωτὸς ἠπατημένη,,807.0,γιγνώσκω γάρ δή φώς ἀπατάω
Τέκμησσα,καὶ τῆς παλαιᾶς χάριτος ἐκβεβλημένη.,,808.0,καί ὁ παλαιός χάρις ἐκβάλλω
Τέκμησσα,"οἴμοι, τί δράσω, τέκνον; οὐχ ἱδρυτέον:",,809.0,οἴμοι τίς δράω τέκνον οὐ ἱδρυτέον
Τέκμησσα,ἀλλ᾽ εἶμι κἀγὼ κεῖσ᾽ ὅποιπερ ἂν σθένω.,810.0,810.0,ἀλλ εἶμι ἐγώ κεῖσ ὅποι ἄν σθένω
Τέκμησσα,"χωρῶμεν, ἐγκονῶμεν, οὐχ ἕδρας ἀκμὴ",,811.0,χωρέω ἐγκονέω οὐ ἕδρα ἀκμή
Τέκμησσα,σῴζειν θέλοντας ἄνδρα γ᾽ ὃς σπεύδῃ θανεῖν.,,812.0,σώζω ἐθέλω ἀνήρ γε ὅς σπεύδω θνήσκω
Χορός,"χωρεῖν ἕτοιμος, κοὐ λόγῳ δείξω μόνον:",,813.0,χωρέω ἑτοῖμος οὐ λόγος δείκνυμι μόνος
Χορός,"τάχος γὰρ ἔργου καὶ ποδῶν ἅμ᾽ ἕψεται,",,814.0,τάχος γάρ ἔργον καί πούς ἐν ἕπομαι
Αἴας,ὁ μὲν σφαγεὺς ἕστηκεν ᾗ τομώτατος,815.0,815.0,ὁ μέν σφαγεύς ἵστημι ἵημι τομός
Αἴας,"γένοιτ᾽ ἄν, εἴ τῳ καὶ λογίζεσθαι σχολή:",,816.0,γένοιτ ἀνά εἰ τις καί λογίζομαι σχολή
Αἴας,δῶρον μὲν ἀνδρὸς Ἕκτορος ξένων ἐμοὶ,,817.0,δῶρον μέν ἀνήρ Ἕκτωρ ξένος ἐγώ
Αἴας,μάλιστα μισηθέντος ἐχθίστου θ᾽ ὁρᾶν:,,818.0,μάλιστα μισέω ἔχθιστος θ ὁράω
Αἴας,"πέπηγε δ᾽ ἐν γῇ πολεμίᾳ τῇ Τρῳάδι,",,819.0,πήγνυμι δ ἐν γῆ πολέμιος ὁ Τρῳάδι
Αἴας,σιδηροβρῶτι θηγάνῃ νεηκονής:,820.0,820.0,σιδηροβρῶτις θηγάνη νεηκονής
Αἴας,"ἔπηξα δ᾽ αὐτὸν εὖ περιστείλας ἐγώ,",,821.0,πήγνυμι δ αὐτός εὖ περιστέλλω ἐγώ
Αἴας,εὐνούστατον τῷδ᾽ ἀνδρὶ διὰ τάχους θανεῖν.,,822.0,εὔνους τῷδ ἀνήρ διά τάχος θνήσκω
Αἴας,οὕτω μὲν εὐσκευοῦμεν: ἐκ δὲ τῶνδέ μοι,,823.0,οὕτως μέν εὐσκευέω ἐκ δέ ὅδε ἐγώ
Αἴας,"σὺ πρῶτος, ὦ Ζεῦ, καὶ γὰρ εἰκός, ἄρκεσον.",,824.0,σύ πρῶτος ὦ Ζεύς καί γάρ ἔοικα ἀρκέω
Αἴας,αἰτήσομαι δέ σ᾽ οὐ μακρὸν γέρας λαχεῖν.,825.0,825.0,αἰτέω δέ σ οὐ μακρός γέρας λαγχάνω
Αἴας,"πέμψον τιν᾽ ἡμῖν ἄγγελον, κακὴν φάτιν",,826.0,πέμπω τιν ἐγώ ἄγγελος κακός φάτις
Αἴας,"Τεύκρῳ φέροντα, πρῶτος ὥς με βαστάσῃ",,827.0,τεῦκρος φέρω πρῶτος ὡς ἐγώ βαστάζω
Αἴας,"πεπτῶτα τῷδε περὶ νεορράντῳ ξίφει,",,828.0,πίπτω ὅδε περί νεόρραντος ξίφος
Αἴας,καὶ μὴ πρὸς ἐχθρῶν του κατοπτευθεὶς πάρος,,829.0,καί μή πρός ἐχθρός τις κατοπτεύω πάρος
Αἴας,ῥιφθῶ κυσὶν πρόβλητος οἰωνοῖς θ᾽ ἕλωρ.,830.0,830.0,ῥίπτω κύων πρόβλητος οἰωνός θ ἕλωρ
Αἴας,"τοσαῦτά σ᾽, ὦ Ζεῦ, προστρέπω, καλῶ δ᾽ ἅμα",,831.0,τοσοῦτος σ ὦ Ζεύς προστρέπω καλέω δ ἅμα
Αἴας,"πομπαῖον Ἑρμῆν χθόνιον εὖ με κοιμίσαι,",,832.0,πομπαῖος Ἑρμῆς χθόνιος εὖ ἐγώ κοιμίζω
Αἴας,ξὺν ἀσφαδάστῳ καὶ ταχεῖ πηδήματι,,833.0,σύν ἀσφάδαστος καί ταχύς πήδημα
Αἴας,πλευρὰν διαρρήξαντα τῷδε φασγάνῳ.,,834.0,πλευρά διαρρήγνυμι ὅδε φάσγανον
Αἴας,καλῶ δ᾽ ἀρωγοὺς τὰς ἀεί τε παρθένους,835.0,835.0,καλέω δ ἀρωγός ὁ ἀεί τε παρθένος
Αἴας,"ἀεί θ᾽ ὁρώσας πάντα τἀν βροτοῖς πάθη,",,836.0,ἀεί θ ὁράω πᾶς ἐν βροτός πάθος
Αἴας,"σεμνὰς Ἐρινῦς τανύποδας, μαθεῖν ἐμὲ",,837.0,σεμνὰς Ἐρινῦς τανύπους μανθάνω ἐγώ
Αἴας,"πρὸς τῶν Ἀτρειδῶν ὡς διόλλυμαι τάλας,",,838.0,πρός ὁ Ἀτρείδης ὡς διόλλυμι τάλας
Αἴας,καί σφας κακοὺς κάκιστα καὶ πανωλέθρους,,839.0,καί σφεῖς κακός κακός καί πανώλεθρος
Αἴας,"ξυναρπάσειαν, ὥσπερ εἰσορῶσ᾽ ἐμὲ",840.0,840.0,συναρπάζω ὥσπερ εἰσορῶσ ἐγώ
Αἴας,"αὐτοσφαγῆ πίπτοντα, τὼς αὐτοσφαγεῖς",,841.0,αὐτοσφαγής πίπτω τώς αὐτοσφαγής
Αἴας,πρὸς τῶν φιλίστων ἐκγόνων ὀλοίατο.,,842.0,πρός ὁ φίλτατος ἔκγονος ὄλλυμι
Αἴας,"ἴτ᾽, ὦ ταχεῖαι ποίνιμοί τ᾽ Ἐρινύες,",,843.0,εἶμι ὦ ταχύς ποίνιμοί τ Ἐρινύς
Αἴας,"γεύεσθε, μὴ φείδεσθε πανδήμου στρατοῦ:",,844.0,γεύω μή φείδομαι πάνδημος στρατός
Αἴας,"σὺ δ᾽, ὦ τὸν αἰπὺν οὐρανὸν διφρηλατῶν",845.0,845.0,σύ δ ὦ ὁ αἰπύς οὐρανός διφρηλατέω
Αἴας,"Ἥλιε, πατρῴαν τὴν ἐμὴν ὅταν χθόνα",,846.0,ἥλιος πατρῷος ὁ ἐμός ὅταν χθών
Αἴας,"ἴδῃς, ἐπισχὼν χρυσόνωτον ἡνίαν",,847.0,εἶδον ἐπώχατο χρυσόνωτος ἡνία
Αἴας,ἄγγειλον ἄτας τὰς ἐμὰς μόρον τ᾽ ἐμὸν,,848.0,ἀγγέλλω ἄτη ὁ ἐμός μόρος τ ἐμός
Αἴας,γέροντι πατρὶ τῇ τε δυστήνῳ τροφῷ.,,849.0,γέρων πατήρ ὁ τε δύστηνος τροφός
Αἴας,"ἦ που τάλαινα, τήνδ᾽ ὅταν κλύῃ φάτιν,",850.0,850.0,εἰμί πού τάλας τήνδ ὅταν κλύω φάτις
Αἴας,ἥσει μέγαν κωκυτὸν ἐν πάσῃ πόλει.,,851.0,ἵημι μέγας κωκυτός ἐν πᾶς πόλις
Αἴας,"ἀλλ᾽ οὐδὲν ἔργον ταῦτα θρηνεῖσθαι μάτην,",,852.0,ἀλλ οὐδείς ἔργον οὗτος θρηνέω μάτην
Αἴας,ἀλλ᾽ ἀρκτέον τὸ πρᾶγμα σὺν τάχει τινί.,,853.0,ἀλλ ἀρκτέος ὁ πρᾶγμα σύν τάχος τις
Αἴας,"ὦ Θάνατε Θάνατε, νῦν μ᾽ ἐπίσκεψαι μολών.",,854.0,ὦ θάνατος θάνατος νῦν μ ἐπισκέπτομαι βλώσκω
Αἴας,καίτοι σὲ μὲν κἀκεῖ προσαυδήσω ξυνών.,855.0,855.0,καίτοι σύ μέν ἐκεῖ προσαυδάω σύνειμι
Αἴας,"σὲ δ᾽, ὦ φαεννῆς ἡμέρας τὸ νῦν σέλας,",,856.0,σύ δ ὦ φαεινός ἡμέρα ὁ νῦν σέλας
Αἴας,"καὶ τὸν διφρευτὴν Ἥλιον προσεννέπω,",,857.0,καί ὁ διφρευτής ἥλιος προσεννέπω
Αἴας,πανύστατον δὴ κοὔποτ᾽ αὖθις ὕστερον.,,858.0,πανύστατον δή κοὔποτ αὖθις ὕστερος
Αἴας,"ὦ φέγγος, ὦ γῆς ἱερὸν οἰκείας πέδον",,859.0,ὦ φέγγος ὦ γῆ ἱερός οἰκεῖος πέδον
Αἴας,"Σαλαμῖνος, ὦ πατρῷον ἑστίας βάθρον",860.0,860.0,Σαλαμίς ὦ πατρῷος ἑστία βάθρον
Αἴας,κλειναί τ᾽ Ἀθῆναι καὶ τὸ σύντροφον γένος,,861.0,κλεινός τ Ἀθῆναι καί ὁ σύντροφος γένος
Αἴας,"κρῆναί τε ποταμοί θ᾽ οἵδε, καὶ τὰ Τρωϊκὰ",,862.0,κραίνω τε ποταμός θ ὅδε καί ὁ Τρωικός
Αἴας,"πεδία προσαυδῶ, χαίρετ᾽, ὦ τροφῆς ἐμοί:",,863.0,πεδίον προσαυδάω χαίρετ ὦ τροφή ἐγώ
Αἴας,"τοῦθ᾽ ὑμὶν Αἴας τοὔπος ὕστατον θροεῖ,",,864.0,τοῦθ σύ Αἴας ἔπος ὕστερος θροέω
Αἴας,τὰ δ᾽ ἄλλ᾽ ἐν Ἅιδου τοῖς κάτω μυθήσομαι.,865.0,865.0,ὁ δ ἄλλ ἐν ᾍδης ὁ κάτω μυθέομαι
Ἡμιχόριον 1,πόνος πόνῳ πόνον φέρει.,,866.0,πόνος πόνος πόνος φέρω
Ἡμιχόριον 1,πᾷ πᾷ,,867.0,πῆ πῆ
Ἡμιχόριον 1,πᾷ γὰρ οὐκ ἔβαν ἐγώ;,,868.0,πῆ γάρ οὐ βαίνω ἐγώ
Ἡμιχόριον 1,κοὐδεὶς ἐπίσταταί με συμμαθεῖν τόπος.,,869.0,οὐδείς ἐπίσταμαι ἐγώ συμμανθάνω τόπος
Ἡμιχόριον 1,ἰδού.,870.0,870.0,ἰδού
Ἡμιχόριον 1,δοῦπον αὖ κλύω τινά.,,871.0,δοῦπος αὖ κλύω τις
Ἡμιχόριον 2,ἡμῶν γε ναὸς κοινόπλουν ὁμιλίαν.,,872.0,ἐγώ γε ναῦς κοινόπλους ὁμιλία
Ἡμιχόριον 1,τί οὖν δή;,,873.0,τίς οὖν δή
Ἡμιχόριον 2,πᾶν ἐστίβηται πλευρὸν ἕσπερον νεῶν,,874.0,πᾶς στιβέω πλευρόν ἕσπερος ναῦς
Ἡμιχόριον 1,ἔχεις οὖν;,875.0,875.0,ἔχω οὖν
Ἡμιχόριον 2,"πόνου γε πλῆθος, κοὐδὲν εἰς ὄψιν πλέον.",,876.0,πόνος γε πλῆθος οὐδείς εἰς ὄψις πλείων
Ἡμιχόριον 1,ἀλλ᾽ οὐδὲ μὲν δὴ τὴν ἀφ᾽ ἡλίου βολῶν,,877.0,ἀλλ οὐδέ μέν δή ὁ ἀπό ἥλιος ἀντιβολέω
Ἡμιχόριον 1,κέλευθον ἁνὴρ οὐδαμοῦ δηλοῖ φανείς.,,878.0,κέλευθος ἀνήρ οὐδαμοῦ δηλόω φαίνω
Χορός,"τίς ἂν δῆτά μοι, τίς ἂν φιλοπόνων",,879.0,τις ἄν δῆτα ἐγώ τις ἄν φιλόπονος
Χορός,"ἁλιαδᾶν ἔχων ἀΰπνους ἄγρας,",880.0,880.0,ἁλιάδης ἔχω ἄυπνος ἄγρα
Χορός,ἢ τίς Ὀλυμπιάδων θεᾶν ἢ ῥυτῶν,,881.0,ἤ τις ὀλυμπιάς θέα ἤ ῥυτός
Χορός,"Βοσπορίων ποταμῶν, τὸν ὠμόθυμον",,882.0,βοσπόριος ποταμός ὁ ὠμόθυμος
Χορός,εἴ ποθι πλαζόμενον λεύσσων,885.0,885.0,εἰ ποθι πλάζω λεύσσω
Χορός,ἀπύοι; σχέτλια γὰρ,,886.0,ἠπύω σχέτλιος γάρ
Χορός,ἐμέ γε τὸν μακρῶν ἀλάταν πόνων,,887.0,ἐγώ γε ὁ μακρός ἀλήτης πόνος
Χορός,"οὐρίῳ μὴ πελάσαι δρόμῳ,",,888.0,οὔριος μή πελάζω δρόμος
Χορός,ἀλλ᾽ ἀμενηνὸν ἄνδρα μὴ λεύσσειν ὅπου.,890.0,890.0,ἀλλ ἀμενηνός ἀνήρ μή λεύσσω ὅπου
Τέκμησσα,ἰώ μοί μοι.,,891.0,ἰώ ἐγώ ἐγώ
Χορός,τίνος βοὴ πάραυλος ἐξέβη νάπους;,,892.0,τίς βοή πάραυλος ἐκβαίνω νάπος
Τέκμησσα,ἰὼ τλήμων.,,893.0,ἰώ τλήμων
Χορός,τὴν δουρίληπτον δύσμορον νύμφην ὁρῶ,,894.0,ὁ δορίληπτος δύσμορος νύμφη ὁράω
Χορός,"Τέκμησσαν, οἴκτῳ, τῷδε συγκεκραμένην.",895.0,895.0,Τέκμησσα οἶκτος ὅδε συγκεράννυμι
Τέκμησσα,"ᾤχωκ᾽, ὄλωλα, διαπεπόρθημαι, φίλοι.",,896.0,ᾤχωκ ὄλλυμι διαπορθέω φίλος
Χορός,τί δ᾽ ἔστιν;,,897.0,τίς δ εἰμί
Τέκμησσα,Αἴας ὅδ᾽ ἡμῖν ἀρτίως νεοσφαγὴς,,898.0,Αἴας ὅδ ἐγώ ἄρτιος νεοσφαγής
Τέκμησσα,"κεῖται, κρυφαίῳ φασγάνῳ περιπτυχής.",,899.0,κεῖμαι κρυφαῖος φάσγανον περιπτυχής
Χορός,ὤμοι ἐμῶν νόστων:,900.0,900.0,ὤμοι ἐμός νόστος
Χορός,"ὤμοι, κατέπεφνες, ἄναξ,",,901.0,ὤμοι κατέπεφνον ἄναξ
Χορός,"τόνδε συνναύταν, τάλας",,902.0,ὅδε συνναύτης τάλας
