lemma,COUNT,MEAN,MAX,MIN,STD,LOW,HIGH,ALL,MIN_perc,LOW_perc,COUNT_perc,HIGH_perc,MAX_perc,title,lemma_lower
ὑφίημι,1,1.0,5.0,0.0,1.019772555002371,0.0,3.0,10091,0.0,0.0,9.909820632246556e-05,0.0002972946189673967,0.0004954910316123278,Oedipus Colonus,ὑφίημι
κασίγνητος,3,3.0,10.0,0.0,1.7318483482391585,0.0,6.0,10091,0.0,0.0,0.0002972946189673967,0.0005945892379347934,0.0009909820632246556,Oedipus Colonus,κασίγνητος
παράσπασις,1,1.0,5.0,0.0,0.9679747026524117,0.0,3.0,10091,0.0,0.0,9.909820632246556e-05,0.0002972946189673967,0.0004954910316123278,Oedipus Colonus,παράσπασις
βλάβη,1,1.0,5.0,0.0,1.0249680192861828,0.0,3.0,10091,0.0,0.0,9.909820632246556e-05,0.0002972946189673967,0.0004954910316123278,Oedipus Colonus,βλάβη
μηνύω,1,1.0,4.0,0.0,0.9722760304155807,0.0,3.0,10091,0.0,0.0,9.909820632246556e-05,0.0002972946189673967,0.00039639282528986224,Oedipus Colonus,μηνύω
ἐφύω,1,1.0,5.0,0.0,1.0004993758114,0.0,3.0,10091,0.0,0.0,9.909820632246556e-05,0.0002972946189673967,0.0004954910316123278,Oedipus Colonus,ἐφύω
δυσσεβής,1,1.0,5.0,0.0,1.0193022235711169,0.0,3.0,10091,0.0,0.0,9.909820632246556e-05,0.0002972946189673967,0.0004954910316123278,Oedipus Colonus,δυσσεβής
γονάω,2,2.0,8.0,0.0,1.3922154058419753,0.0,5.0,10091,0.0,0.0,0.00019819641264493112,0.0004954910316123278,0.0007927856505797245,Oedipus Colonus,γονάω
ὀξύς,1,1.0,6.0,0.0,1.03440804327886,0.0,3.0,10091,0.0,0.0,9.909820632246556e-05,0.0002972946189673967,0.0005945892379347934,Oedipus Colonus,ὀξύς
ἐπῳδή,1,1.0,5.0,0.0,0.9634281531042189,0.0,3.0,10091,0.0,0.0,9.909820632246556e-05,0.0002972946189673967,0.0004954910316123278,Oedipus Colonus,ἐπῳδή
ἐξεπᾴδω,1,1.0,5.0,0.0,0.9934178984088825,0.0,3.0,10091,0.0,0.0,9.909820632246556e-05,0.0002972946189673967,0.0004954910316123278,Oedipus Colonus,ἐξεπᾴδω
ἀποσκοπέω,1,1.0,5.0,0.0,1.0285213385516823,0.0,3.0,10091,0.0,0.0,9.909820632246556e-05,0.0002972946189673967,0.0004954910316123278,Oedipus Colonus,ἀποσκοπέω
μητρώιος,1,1.0,5.0,0.0,0.9938693192649745,0.0,3.0,10091,0.0,0.0,9.909820632246556e-05,0.0002972946189673967,0.0004954910316123278,Oedipus Colonus,μητρώιος
ἀπαθής,1,1.0,5.0,0.0,1.0105527117457966,0.0,3.0,10091,0.0,0.0,9.909820632246556e-05,0.0002972946189673967,0.0004954910316123278,Oedipus Colonus,ἀπαθής
προσγίγνομαι,1,1.0,6.0,0.0,1.0383986364935809,0.0,3.0,10091,0.0,0.0,9.909820632246556e-05,0.0002972946189673967,0.0005945892379347934,Oedipus Colonus,προσγίγνομαι
τητάομαι,2,2.0,7.0,0.0,1.393543697184999,0.0,5.0,10091,0.0,0.0,0.00019819641264493112,0.0004954910316123278,0.0006936874442572589,Oedipus Colonus,τητάομαι
νικάω,2,2.0,9.0,0.0,1.4684698146041668,0.0,5.0,10091,0.0,0.0,0.00019819641264493112,0.0004954910316123278,0.00089188385690219,Oedipus Colonus,νικάω
ἅπαξ,1,1.0,4.0,0.0,0.9586328927055564,0.0,3.0,10091,0.0,0.0,9.909820632246556e-05,0.0002972946189673967,0.00039639282528986224,Oedipus Colonus,ἅπαξ
μέρος,2,2.0,7.0,0.0,1.4319669935195682,0.0,5.0,10091,0.0,0.0,0.00019819641264493112,0.0004954910316123278,0.0006936874442572589,Oedipus Colonus,μέρος
μέτριος,1,1.0,5.0,0.0,0.9684957490789601,0.0,3.0,10091,0.0,0.0,9.909820632246556e-05,0.0002972946189673967,0.0004954910316123278,Oedipus Colonus,μέτριος
ζώω,1,1.0,6.0,0.0,0.9979799777370465,0.0,3.0,10091,0.0,0.0,9.909820632246556e-05,0.0002972946189673967,0.0005945892379347934,Oedipus Colonus,ζώω
σκαιότης,1,1.0,6.0,0.0,0.992386602504875,0.0,3.0,10091,0.0,0.0,9.909820632246556e-05,0.0002972946189673967,0.0005945892379347934,Oedipus Colonus,σκαιότης
κατάδηλος,1,1.0,5.0,0.0,1.0034695057404828,0.0,3.0,10091,0.0,0.0,9.909820632246556e-05,0.0002972946189673967,0.0004954910316123278,Oedipus Colonus,κατάδηλος
κατατίθημι,1,1.0,5.0,0.0,1.0038308242310172,0.0,3.0,10091,0.0,0.0,9.909820632246556e-05,0.0002972946189673967,0.0004954910316123278,Oedipus Colonus,κατατίθημι
ἐγγύς,2,2.0,7.0,0.0,1.3566721934791175,0.0,5.0,10091,0.0,0.0,0.00019819641264493112,0.0004954910316123278,0.0006936874442572589,Oedipus Colonus,ἐγγύς
δέον,1,1.0,5.0,0.0,0.997412236154725,0.0,3.0,10091,0.0,0.0,9.909820632246556e-05,0.0002972946189673967,0.0004954910316123278,Oedipus Colonus,δέον
ἐπίκουρος,1,1.0,5.0,0.0,1.0151854010974541,0.0,3.0,10091,0.0,0.0,9.909820632246556e-05,0.0002972946189673967,0.0004954910316123278,Oedipus Colonus,ἐπίκουρος
