lemma,COUNT,MEAN,MAX,MIN,STD,LOW,HIGH,ALL,MIN_perc,LOW_perc,COUNT_perc,HIGH_perc,MAX_perc,title,lemma_min
φίλτατος,5,5.0,13.0,0.0,2.153260195733315,1.0,9.0,10110,0.0,9.891196834817012e-05,0.0004945598417408506,0.0008902077151335311,0.0012858555885262117,Oedipus Colonus,φίλτατος
φαίνοιτ,1,1.0,5.0,0.0,1.0033838850505985,0.0,3.0,10110,0.0,0.0,9.891196834817012e-05,0.0002967359050445104,0.0004945598417408506,Oedipus Colonus,φαίνοιτ
τέρμα,1,1.0,5.0,0.0,0.9693463610249823,0.0,3.0,10110,0.0,0.0,9.891196834817012e-05,0.0002967359050445104,0.0004945598417408506,Oedipus Colonus,τέρμα
σωτηρία,1,1.0,6.0,0.0,1.0153703870888784,0.0,3.0,10110,0.0,0.0,9.891196834817012e-05,0.0002967359050445104,0.0005934718100890207,Oedipus Colonus,σωτηρία
γηράσκω,1,1.0,5.0,0.0,0.9899050903556826,0.0,3.0,10110,0.0,0.0,9.891196834817012e-05,0.0002967359050445104,0.0004945598417408506,Oedipus Colonus,γηράσκω
εὐγενής,1,1.0,6.0,0.0,1.046383811476013,0.0,3.0,10110,0.0,0.0,9.891196834817012e-05,0.0002967359050445104,0.0005934718100890207,Oedipus Colonus,εὐγενής
οἰκήτωρ,1,1.0,6.0,0.0,0.95283057984414,0.0,3.0,10110,0.0,0.0,9.891196834817012e-05,0.0002967359050445104,0.0005934718100890207,Oedipus Colonus,οἰκήτωρ
φόβος,2,2.0,8.0,0.0,1.4591452618245024,0.0,5.0,10110,0.0,0.0,0.00019782393669634025,0.0004945598417408506,0.000791295746785361,Oedipus Colonus,φόβος
νεώρης,1,1.0,6.0,0.0,1.0138599942359365,0.0,3.0,10110,0.0,0.0,9.891196834817012e-05,0.0002967359050445104,0.0005934718100890207,Oedipus Colonus,νεώρης
ἐπείσοδος,1,1.0,5.0,0.0,1.0307286735128698,0.0,3.0,10110,0.0,0.0,9.891196834817012e-05,0.0002967359050445104,0.0004945598417408506,Oedipus Colonus,ἐπείσοδος
