lemma,COUNT,MEAN,MAX,MIN,STD,LOW,HIGH,ALL,MIN_perc,LOW_perc,COUNT_perc,HIGH_perc,MAX_perc,title,lemma_min
ὅθεν,1,1.0,8.0,0.0,1.034365548494386,0.0,3.0,8048,0.0,0.0,0.00012425447316103378,0.0003727634194831014,0.0009940357852882703,Electra,ὅθεν
πατήρ,52,52.0,78.0,32.0,7.136623193737401,38.0,66.0,8048,0.003976143141153081,0.004721669980119284,0.0064612326043737576,0.008200795228628231,0.009691848906560637,Electra,πατήρ
φονή,1,1.0,5.0,0.0,0.9986614417933003,0.0,3.0,8048,0.0,0.0,0.00012425447316103378,0.0003727634194831014,0.000621272365805169,Electra,φονή
ἐγώ,229,229.0,273.0,183.0,14.732603517152228,200.0,258.0,8048,0.022738568588469184,0.02485089463220676,0.02845427435387674,0.03205765407554672,0.03392147117296223,Electra,ἐγώ
πρός,46,46.0,68.0,25.0,6.556138425090727,33.0,59.0,8048,0.003106361829025845,0.004100397614314116,0.005715705765407555,0.007331013916500994,0.008449304174950299,Electra,πρός
σός,33,33.0,53.0,16.0,5.800976182964778,22.0,44.0,8048,0.0019880715705765406,0.0027335984095427437,0.004100397614314116,0.0054671968190854875,0.006585487077534791,Electra,σός
ὅμαιμος,3,3.0,10.0,0.0,1.7159258720590476,0.0,6.0,8048,0.0,0.0,0.0003727634194831014,0.0007455268389662028,0.001242544731610338,Electra,ὅμαιμος
καί,129,129.0,173.0,95.0,11.438184381188377,107.0,151.0,8048,0.01180417495029821,0.013295228628230616,0.01602882703777336,0.018762425447316104,0.021496023856858847,Electra,καί
κασιγνήτη,4,4.0,12.0,0.0,2.003940174699892,0.0,8.0,8048,0.0,0.0,0.0004970178926441351,0.0009940357852882703,0.0014910536779324055,Electra,κασιγνήτη
λαμβάνω,14,14.0,28.0,4.0,3.90783761243924,6.0,22.0,8048,0.0004970178926441351,0.0007455268389662028,0.0017395626242544733,0.0027335984095427437,0.0034791252485089465,Electra,λαμβάνω
φέρω,23,23.0,43.0,9.0,4.748933946305583,14.0,32.0,8048,0.0011182902584493041,0.0017395626242544733,0.0028578528827037774,0.003976143141153081,0.005342942345924453,Electra,φέρω
ἐκσῴζω,2,2.0,8.0,0.0,1.3568827764883957,0.0,5.0,8048,0.0,0.0,0.00024850894632206757,0.000621272365805169,0.0009940357852882703,Electra,ἐκσῴζω
ἐκτρέφω,1,1.0,5.0,0.0,0.9535830741580306,0.0,3.0,8048,0.0,0.0,0.00012425447316103378,0.0003727634194831014,0.000621272365805169,Electra,ἐκτρέφω
τοσόνδ,2,2.0,8.0,0.0,1.423572071430681,0.0,5.0,8048,0.0,0.0,0.00024850894632206757,0.000621272365805169,0.0009940357852882703,Electra,τοσόνδ
εἰς,27,27.0,44.0,10.0,5.062522184556913,17.0,37.0,8048,0.001242544731610338,0.0021123260437375746,0.0033548707753479124,0.00459741550695825,0.0054671968190854875,Electra,εἰς
ἥβη,2,2.0,8.0,0.0,1.426349020566683,0.0,5.0,8048,0.0,0.0,0.00024850894632206757,0.000621272365805169,0.0009940357852882703,Electra,ἥβη
τιμωρός,3,3.0,9.0,0.0,1.6443096562856634,0.0,6.0,8048,0.0,0.0,0.0003727634194831014,0.0007455268389662028,0.0011182902584493041,Electra,τιμωρός
φόνος,8,8.0,18.0,1.0,2.904403972859566,2.0,14.0,8048,0.00012425447316103378,0.00024850894632206757,0.0009940357852882703,0.0017395626242544733,0.0022365805168986083,Electra,φόνος
οὖν,19,19.0,34.0,7.0,4.258698801807364,11.0,27.0,8048,0.0008697813121272366,0.0013667992047713719,0.002360834990059642,0.0033548707753479124,0.004224652087475149,Electra,οὖν
φίλτατος,12,12.0,22.0,1.0,3.499177582839115,5.0,19.0,8048,0.00012425447316103378,0.000621272365805169,0.0014910536779324055,0.002360834990059642,0.0027335984095427437,Electra,φίλτατος
ξένος,16,16.0,32.0,5.0,4.020822923608692,8.0,24.0,8048,0.000621272365805169,0.0009940357852882703,0.0019880715705765406,0.002982107355864811,0.003976143141153081,Electra,ξένος
Πυλάδης,2,2.0,7.0,0.0,1.4002540086396034,0.0,5.0,8048,0.0,0.0,0.00024850894632206757,0.000621272365805169,0.0008697813121272366,Electra,πυλάδης
τίς,50,50.0,75.0,27.0,7.0938301061151385,36.0,64.0,8048,0.0033548707753479124,0.0044731610337972166,0.00621272365805169,0.007952286282306162,0.009319085487077534,Electra,τίς
χρή,9,9.0,18.0,2.0,2.931077751138098,3.0,15.0,8048,0.00024850894632206757,0.0003727634194831014,0.0011182902584493041,0.001863817097415507,0.0022365805168986083,Electra,χρή
δράω,20,20.0,36.0,6.0,4.469580835733124,11.0,29.0,8048,0.0007455268389662028,0.0013667992047713719,0.002485089463220676,0.00360337972166998,0.0044731610337972166,Electra,δράω
τάχος,5,5.0,13.0,0.0,2.1899210592517537,1.0,9.0,8048,0.0,0.00012425447316103378,0.000621272365805169,0.0011182902584493041,0.0016153081510934394,Electra,τάχος
βουλευτέος,1,1.0,6.0,0.0,0.9954853132975017,0.0,3.0,8048,0.0,0.0,0.00012425447316103378,0.0003727634194831014,0.0007455268389662028,Electra,βουλευτέος
ὡς,78,79.0,108.0,51.0,8.895842286709556,62.0,96.0,8048,0.006336978131212724,0.007703777335984096,0.009691848906560637,0.011928429423459244,0.01341948310139165,Electra,ὡς
ἤδη,10,10.0,23.0,2.0,3.0989373319595486,4.0,16.0,8048,0.00024850894632206757,0.0004970178926441351,0.001242544731610338,0.0019880715705765406,0.0028578528827037774,Electra,ἤδη
λαμπρός,3,3.0,10.0,0.0,1.7815005629368283,0.0,6.0,8048,0.0,0.0,0.0003727634194831014,0.0007455268389662028,0.001242544731610338,Electra,λαμπρός
ἥλιος,5,5.0,13.0,0.0,2.1750653072744948,1.0,9.0,8048,0.0,0.00012425447316103378,0.000621272365805169,0.0011182902584493041,0.0016153081510934394,Electra,ἥλιος
σέλας,1,1.0,5.0,0.0,0.9848127455796526,0.0,3.0,8048,0.0,0.0,0.00012425447316103378,0.0003727634194831014,0.000621272365805169,Electra,σέλας
ἑῶιος,1,1.0,7.0,0.0,1.0118024786213202,0.0,3.0,8048,0.0,0.0,0.00012425447316103378,0.0003727634194831014,0.0008697813121272366,Electra,ἑῶιος
κινέω,1,1.0,6.0,0.0,1.0076312218865993,0.0,3.0,8048,0.0,0.0,0.00012425447316103378,0.0003727634194831014,0.0007455268389662028,Electra,κινέω
φθέγματ,1,1.0,5.0,0.0,0.9791706821464925,0.0,3.0,8048,0.0,0.0,0.00012425447316103378,0.0003727634194831014,0.000621272365805169,Electra,φθέγματ
ὄρνις,2,2.0,9.0,0.0,1.3668444447938202,0.0,5.0,8048,0.0,0.0,0.00024850894632206757,0.000621272365805169,0.0011182902584493041,Electra,ὄρνις
σαφής,9,9.0,22.0,1.0,3.019221472780402,3.0,15.0,8048,0.00012425447316103378,0.0003727634194831014,0.0011182902584493041,0.001863817097415507,0.0027335984095427437,Electra,σαφής
μέλας,1,1.0,7.0,0.0,1.031848481469679,0.0,3.0,8048,0.0,0.0,0.00012425447316103378,0.0003727634194831014,0.0008697813121272366,Electra,μέλας
τ,21,21.0,39.0,7.0,4.684485627516163,12.0,30.0,8048,0.0008697813121272366,0.0014910536779324055,0.0026093439363817097,0.003727634194831014,0.004845924453280318,Electra,τ
ἄστρον,1,1.0,6.0,0.0,0.9954652424625577,0.0,3.0,8048,0.0,0.0,0.00012425447316103378,0.0003727634194831014,0.0007455268389662028,Electra,ἄστρον
ἐκλείπω,4,4.0,13.0,0.0,2.1391129460138836,0.0,8.0,8048,0.0,0.0,0.0004970178926441351,0.0009940357852882703,0.0016153081510934394,Electra,ἐκλείπω
εὐφρόνη,1,1.0,7.0,0.0,0.9909147732838026,0.0,3.0,8048,0.0,0.0,0.00012425447316103378,0.0003727634194831014,0.0008697813121272366,Electra,εὐφρόνη
πρίν,6,6.0,15.0,0.0,2.4736594367436644,1.0,11.0,8048,0.0,0.00012425447316103378,0.0007455268389662028,0.0013667992047713719,0.001863817097415507,Electra,πρίν
τιν,2,2.0,8.0,0.0,1.4325752085917682,0.0,5.0,8048,0.0,0.0,0.00024850894632206757,0.000621272365805169,0.0009940357852882703,Electra,τιν
ἀνήρ,23,23.0,44.0,10.0,4.875184568344524,13.0,33.0,8048,0.001242544731610338,0.0016153081510934394,0.0028578528827037774,0.004100397614314116,0.0054671968190854875,Electra,ἀνήρ
ἐξοδοιπορέω,1,1.0,5.0,0.0,0.9671197854044139,0.0,3.0,8048,0.0,0.0,0.00012425447316103378,0.0003727634194831014,0.000621272365805169,Electra,ἐξοδοιπορέω
στέγη,7,7.0,19.0,0.0,2.6442756675872228,2.0,12.0,8048,0.0,0.00024850894632206757,0.0008697813121272366,0.0014910536779324055,0.002360834990059642,Electra,στέγη
συνάπτω,1,1.0,5.0,0.0,0.9979899879177212,0.0,3.0,8048,0.0,0.0,0.00012425447316103378,0.0003727634194831014,0.000621272365805169,Electra,συνάπτω
λόγος,37,37.0,59.0,20.0,5.917191297157193,25.0,49.0,8048,0.002485089463220676,0.003106361829025845,0.00459741550695825,0.006088469184890656,0.007331013916500994,Electra,λόγος
ἐνταῦθ,1,1.0,7.0,0.0,1.0314727645149233,0.0,3.0,8048,0.0,0.0,0.00012425447316103378,0.0003727634194831014,0.0008697813121272366,Electra,ἐνταῦθ
ἵνα,4,4.0,11.0,0.0,1.9748220370256402,0.0,8.0,8048,0.0,0.0,0.0004970178926441351,0.0009940357852882703,0.0013667992047713719,Electra,ἵνα
οὐκέτ,5,5.0,13.0,0.0,2.2183275283368276,1.0,9.0,8048,0.0,0.00012425447316103378,0.000621272365805169,0.0011182902584493041,0.0016153081510934394,Electra,οὐκέτ
ὀκνέω,3,3.0,9.0,0.0,1.681139426171953,0.0,6.0,8048,0.0,0.0,0.0003727634194831014,0.0007455268389662028,0.0011182902584493041,Electra,ὀκνέω
καιρός,6,6.0,19.0,0.0,2.494717295729993,1.0,11.0,8048,0.0,0.00012425447316103378,0.0007455268389662028,0.0013667992047713719,0.002360834990059642,Electra,καιρός
ἀλλ,75,75.0,106.0,51.0,8.533784653920005,58.0,92.0,8048,0.006336978131212724,0.00720675944333996,0.009319085487077534,0.01143141153081511,0.013170974155069582,Electra,ἀλλ
ἔργον,16,16.0,32.0,5.0,4.022700322186324,8.0,24.0,8048,0.000621272365805169,0.0009940357852882703,0.0019880715705765406,0.002982107355864811,0.003976143141153081,Electra,ἔργον
ἀκμή,2,2.0,7.0,0.0,1.4581357413354357,0.0,5.0,8048,0.0,0.0,0.00024850894632206757,0.000621272365805169,0.0008697813121272366,Electra,ἀκμή
φίλτατ,1,1.0,5.0,0.0,0.9928767273958002,0.0,3.0,8048,0.0,0.0,0.00012425447316103378,0.0003727634194831014,0.000621272365805169,Electra,φίλτατ
πρόσπολος,2,2.0,9.0,0.0,1.4006228099471467,0.0,5.0,8048,0.0,0.0,0.00024850894632206757,0.000621272365805169,0.0011182902584493041,Electra,πρόσπολος
σημεῖον,1,1.0,6.0,0.0,1.0103025728519572,0.0,3.0,8048,0.0,0.0,0.00012425447316103378,0.0003727634194831014,0.0007455268389662028,Electra,σημεῖον
φαίνω,11,11.0,23.0,2.0,3.4175316351896976,4.0,18.0,8048,0.00024850894632206757,0.0004970178926441351,0.0013667992047713719,0.0022365805168986083,0.0028578528827037774,Electra,φαίνω
ἐσθλός,4,4.0,12.0,0.0,1.980283433633285,0.0,8.0,8048,0.0,0.0,0.0004970178926441351,0.0009940357852882703,0.0014910536779324055,Electra,ἐσθλός
γίγνομαι,5,5.0,14.0,0.0,2.215807797577263,1.0,9.0,8048,0.0,0.00012425447316103378,0.000621272365805169,0.0011182902584493041,0.0017395626242544733,Electra,γίγνομαι
ὥσπερ,7,7.0,17.0,1.0,2.550838924898887,2.0,12.0,8048,0.00012425447316103378,0.00024850894632206757,0.0008697813121272366,0.0014910536779324055,0.0021123260437375746,Electra,ὥσπερ
ἵππος,4,4.0,11.0,0.0,1.9453543626814105,0.0,8.0,8048,0.0,0.0,0.0004970178926441351,0.0009940357852882703,0.0013667992047713719,Electra,ἵππος
εὐγενής,2,2.0,8.0,0.0,1.4469810799572482,0.0,5.0,8048,0.0,0.0,0.00024850894632206757,0.000621272365805169,0.0009940357852882703,Electra,εὐγενής
κἀν,3,3.0,11.0,0.0,1.7484138666091211,0.0,6.0,8048,0.0,0.0,0.0003727634194831014,0.0007455268389662028,0.0013667992047713719,Electra,κἀν
γέρων,2,2.0,8.0,0.0,1.3619350692551886,0.0,5.0,8048,0.0,0.0,0.00024850894632206757,0.000621272365805169,0.0009940357852882703,Electra,γέρων
δεινός,15,15.0,30.0,5.0,3.9111367924161113,7.0,23.0,8048,0.000621272365805169,0.0008697813121272366,0.001863817097415507,0.0028578528827037774,0.003727634194831014,Electra,δεινός
θυμός,4,4.0,12.0,0.0,2.0098563325577343,0.0,8.0,8048,0.0,0.0,0.0004970178926441351,0.0009940357852882703,0.0014910536779324055,Electra,θυμός
οὐ,153,153.0,203.0,113.0,11.963909430914674,130.0,176.0,8048,0.01404075546719682,0.016153081510934395,0.01901093439363817,0.02186878727634195,0.02522365805168986,Electra,οὐ
ἀπόλλυμι,9,9.0,20.0,0.0,3.0597973201438777,3.0,15.0,8048,0.0,0.0003727634194831014,0.0011182902584493041,0.001863817097415507,0.002485089463220676,Electra,ἀπόλλυμι
ὀρθός,7,7.0,19.0,0.0,2.7374620183115432,2.0,12.0,8048,0.0,0.00024850894632206757,0.0008697813121272366,0.0014910536779324055,0.002360834990059642,Electra,ὀρθός
ἵστημι,6,6.0,15.0,0.0,2.464224340112247,1.0,11.0,8048,0.0,0.00012425447316103378,0.0007455268389662028,0.0013667992047713719,0.001863817097415507,Electra,ἵστημι
ὡσαύτως,1,1.0,6.0,0.0,0.9467848744047361,0.0,3.0,8048,0.0,0.0,0.00012425447316103378,0.0003727634194831014,0.0007455268389662028,Electra,ὡσαύτως
δέ,63,63.0,88.0,37.0,8.00708514925454,47.0,79.0,8048,0.00459741550695825,0.0058399602385685884,0.007828031809145129,0.00981610337972167,0.010934393638170975,Electra,δέ
ὀτρύνω,1,1.0,5.0,0.0,0.9559812236127371,0.0,3.0,8048,0.0,0.0,0.00012425447316103378,0.0003727634194831014,0.000621272365805169,Electra,ὀτρύνω
αὐτός,45,45.0,69.0,24.0,6.60143310811517,32.0,58.0,8048,0.002982107355864811,0.003976143141153081,0.005591451292246521,0.00720675944333996,0.008573558648111332,Electra,αὐτός
πρότερος,1,1.0,5.0,0.0,1.005484460844118,0.0,3.0,8048,0.0,0.0,0.00012425447316103378,0.0003727634194831014,0.000621272365805169,Electra,πρότερος
ἕπομαι,1,1.0,5.0,0.0,1.0094983472432795,0.0,3.0,8048,0.0,0.0,0.00012425447316103378,0.0003727634194831014,0.000621272365805169,Electra,ἕπομαι
τοιγάρ,2,2.0,9.0,0.0,1.5186749574460066,0.0,5.0,8048,0.0,0.0,0.00024850894632206757,0.000621272365805169,0.0011182902584493041,Electra,τοιγάρ
μέν,67,67.0,96.0,43.0,8.417719168753258,51.0,83.0,8048,0.005342942345924453,0.006336978131212724,0.008325049701789265,0.010313121272365805,0.011928429423459244,Electra,μέν
δοκέω,21,21.0,36.0,8.0,4.539078845232454,12.0,30.0,8048,0.0009940357852882703,0.0014910536779324055,0.0026093439363817097,0.003727634194831014,0.0044731610337972166,Electra,δοκέω
δηλόω,2,2.0,9.0,0.0,1.3820260504042505,0.0,5.0,8048,0.0,0.0,0.00024850894632206757,0.000621272365805169,0.0011182902584493041,Electra,δηλόω
ὀξύς,1,1.0,5.0,0.0,1.011911081056061,0.0,3.0,8048,0.0,0.0,0.00012425447316103378,0.0003727634194831014,0.000621272365805169,Electra,ὀξύς
ἀκοή,1,1.0,5.0,0.0,0.966304432228398,0.0,3.0,8048,0.0,0.0,0.00012425447316103378,0.0003727634194831014,0.000621272365805169,Electra,ἀκοή
ἐμός,36,36.0,56.0,19.0,6.146705134947013,24.0,48.0,8048,0.002360834990059642,0.002982107355864811,0.0044731610337972166,0.005964214711729622,0.006958250497017893,Electra,ἐμός
δίδωμι,7,7.0,18.0,0.0,2.5284941600254265,2.0,12.0,8048,0.0,0.00024850894632206757,0.0008697813121272366,0.0014910536779324055,0.0022365805168986083,Electra,δίδωμι
εἰ,73,73.0,102.0,44.0,8.824656109138498,56.0,90.0,8048,0.0054671968190854875,0.006958250497017893,0.009070576540755467,0.011182902584493042,0.012673956262425448,Electra,εἰ
μή,69,69.0,97.0,44.0,8.121310012779725,53.0,85.0,8048,0.0054671968190854875,0.006585487077534791,0.008573558648111332,0.010561630218687872,0.012052683896620278,Electra,μή
τις,56,56.0,81.0,35.0,7.313151018690771,42.0,70.0,8048,0.004348906560636183,0.005218687872763419,0.006958250497017893,0.008697813121272366,0.010064612326043738,Electra,τις
τυγχάνω,14,14.0,29.0,1.0,3.6469384201217148,7.0,21.0,8048,0.00012425447316103378,0.0008697813121272366,0.0017395626242544733,0.0026093439363817097,0.00360337972166998,Electra,τυγχάνω
μεθαρμόζω,1,1.0,5.0,0.0,1.0014744374925588,0.0,3.0,8048,0.0,0.0,0.00012425447316103378,0.0003727634194831014,0.000621272365805169,Electra,μεθαρμόζω
ἡνίκα,4,4.0,12.0,0.0,2.071288913270611,0.0,8.0,8048,0.0,0.0,0.0004970178926441351,0.0009940357852882703,0.0014910536779324055,Electra,ἡνίκα
ἱκνέομαι,6,6.0,15.0,0.0,2.4907124184956304,1.0,11.0,8048,0.0,0.00012425447316103378,0.0007455268389662028,0.0013667992047713719,0.001863817097415507,Electra,ἱκνέομαι
Πυθικός,2,2.0,7.0,0.0,1.2912748001067047,0.0,5.0,8048,0.0,0.0,0.00024850894632206757,0.000621272365805169,0.0008697813121272366,Electra,πυθικός
μαντεῖον,1,1.0,5.0,0.0,0.9975474420301508,0.0,3.0,8048,0.0,0.0,0.00012425447316103378,0.0003727634194831014,0.000621272365805169,Electra,μαντεῖον
μάθοιμ,1,1.0,6.0,0.0,1.0167321455251837,0.0,3.0,8048,0.0,0.0,0.00012425447316103378,0.0003727634194831014,0.0007455268389662028,Electra,μάθοιμ
ὅστις,12,12.0,26.0,2.0,3.4983649670320855,5.0,19.0,8048,0.00024850894632206757,0.000621272365805169,0.0014910536779324055,0.002360834990059642,0.0032306163021868788,Electra,ὅστις
τρόπος,4,4.0,13.0,0.0,1.9550891607222471,0.0,8.0,8048,0.0,0.0,0.0004970178926441351,0.0009940357852882703,0.0016153081510934394,Electra,τρόπος
